Serial,ElevationAngle,Azimuth
20241019071005,16.3,118.61
20241019072005,18.45,120.89
20241019073005,20.58,123.18
20241019074005,22.69,125.47
20241019075005,24.78,127.75
20241019080005,26.85,130.04
20241019081005,28.89,132.33
20241019082005,30.9,134.61
20241019083005,32.87,136.9
20241019084005,34.82,139.19
20241019085005,36.72,141.47
20241019090005,38.57,143.76
20241019091005,40.38,146.04
20241019092005,42.12,148.33
20241019093005,43.81,150.62
20241019094005,45.43,152.9
20241019095005,46.96,155.19
20241019100005,48.42,157.48
20241019101005,49.77,159.76
20241019102005,51.02,162.05
20241019103005,52.16,164.34
20241019104005,53.17,166.62
20241019105005,54.03,168.91
20241019110005,54.76,171.2
20241019111005,55.32,173.48
20241019112005,55.72,175.77
20241019113005,55.94,178.06
20241019114005,56.0,180.34
20241019115005,55.87,182.63
20241019120005,55.58,184.92
20241019121005,55.11,187.2
20241019122005,54.49,189.49
20241019123005,53.7,191.78
20241019124005,52.78,194.06
20241019125005,51.72,196.35
20241019130005,50.54,198.64
20241019131005,49.24,200.92
20241019132005,47.85,203.21
20241019133005,46.36,205.49
20241019134005,44.79,207.78
20241019135005,43.14,210.07
20241019140005,41.43,212.35
20241019141005,39.66,214.64
20241019142005,37.83,216.93
20241019143005,35.96,219.21
20241019144005,34.04,221.5
20241019145005,32.09,223.79
20241019150005,30.1,226.07
20241019151005,28.08,228.36
20241019152005,26.03,230.65
20241019153005,23.95,232.93
20241019154005,21.85,235.22
20241019155005,19.73,237.51
20241019160005,17.59,239.79
20241019161005,15.43,242.08
20241019162005,13.26,244.37
20241019163005,11.08,246.65
20241019164005,8.88,248.94
20241019165005,6.67,251.23
20241019170005,4.45,253.51
20241019171005,2.21,255.8
20241019172005,-0.02,258.09
20241020060005,0.87,102.6
20241020061005,3.11,104.89
20241020062005,5.33,107.18
20241020063005,7.55,109.47
20241020064005,9.76,111.76
20241020065005,11.95,114.05
20241020070005,14.13,116.34
20241020071005,16.3,118.63
20241020072005,18.45,120.92
20241020073005,20.58,123.21
20241020074005,22.69,125.5
20241020075005,24.78,127.79
20241020080005,26.85,130.08
20241020081005,28.89,132.37
20241020082005,30.9,134.66
20241020083005,32.87,136.95
20241020084005,34.82,139.24
20241020085005,36.72,141.53
20241020090005,38.57,143.82
20241020091005,40.38,146.11
20241020092005,42.12,148.4
20241020093005,43.81,150.69
20241020094005,45.43,152.98
20241020095005,46.96,155.27
20241020100005,48.42,157.56
20241020101005,49.77,159.85
20241020102005,51.02,162.14
20241020103005,52.16,164.43
20241020104005,53.17,166.72
20241020105005,54.03,169.01
20241020110005,54.76,171.3
20241020111005,55.32,173.59
20241020112005,55.72,175.88
20241020113005,55.94,178.17
20241020114005,56.0,180.46
20241020115005,55.87,182.75
20241020120005,55.58,185.04
20241020121005,55.11,187.33
20241020122005,54.49,189.62
20241020123005,53.7,191.91
20241020124005,52.78,194.2
20241020125005,51.72,196.49
20241020130005,50.54,198.78
20241020131005,49.24,201.07
20241020132005,47.85,203.36
20241020133005,46.36,205.65
20241020134005,44.79,207.94
20241020135005,43.14,210.23
20241020140005,41.43,212.52
20241020141005,39.66,214.81
20241020142005,37.83,217.1
20241020143005,35.96,219.39
20241020144005,34.04,221.68
20241020145005,32.09,223.97
20241020150005,30.1,226.26
20241020151005,28.08,228.54
20241020152005,26.03,230.83
20241020153005,23.95,233.12
20241020154005,21.85,235.41
20241020155005,19.73,237.7
20241020160005,17.59,239.99
20241020161005,15.43,242.28
20241020162005,13.26,244.57
20241020163005,11.08,246.86
20241020164005,8.88,249.15
20241020165005,6.67,251.44
20241020170005,4.45,253.73
20241020171005,2.21,256.02
20241020172005,-0.02,258.31
20241021060005,0.46,102.37
20241021061005,2.69,104.65
20241021062005,4.9,106.93
20241021063005,7.11,109.22
20241021064005,9.31,111.5
20241021065005,11.49,113.78
20241021070005,13.66,116.06
20241021071005,15.82,118.34
20241021072005,17.95,120.62
20241021073005,20.07,122.91
20241021074005,22.17,125.19
20241021075005,24.24,127.47
20241021080005,26.29,129.75
20241021081005,28.32,132.03
20241021082005,30.31,134.32
20241021083005,32.27,136.6
20241021084005,34.19,138.88
20241021085005,36.07,141.16
20241021090005,37.9,143.44
20241021091005,39.68,145.73
20241021092005,41.4,148.01
20241021093005,43.07,150.29
20241021094005,44.66,152.57
20241021095005,46.17,154.85
20241021100005,47.59,157.14
20241021101005,48.92,159.42
20241021102005,50.15,161.7
20241021103005,51.26,163.98
20241021104005,52.24,166.26
20241021105005,53.09,168.55
20241021110005,53.79,170.83
20241021111005,54.34,173.11
20241021112005,54.72,175.39
20241021113005,54.95,177.67
20241021114005,55.0,179.96
20241021115005,54.88,182.24
20241021120005,54.59,184.52
20241021121005,54.14,186.8
20241021122005,53.53,189.08
20241021123005,52.76,191.37
20241021124005,51.86,193.65
20241021125005,50.83,195.93
20241021130005,49.67,198.21
20241021131005,48.4,200.49
20241021132005,47.03,202.78
20241021133005,45.57,205.06
20241021134005,44.03,207.34
20241021135005,42.41,209.62
20241021140005,40.72,211.9
20241021141005,38.97,214.19
20241021142005,37.17,216.47
20241021143005,35.32,218.75
20241021144005,33.42,221.03
20241021145005,31.49,223.31
20241021150005,29.52,225.6
20241021151005,27.51,227.88
20241021152005,25.48,230.16
20241021153005,23.42,232.44
20241021154005,21.33,234.72
20241021155005,19.23,237.01
20241021160005,17.1,239.29
20241021161005,14.96,241.57
20241021162005,12.8,243.85
20241021163005,10.62,246.13
20241021164005,8.43,248.42
20241021165005,6.23,250.7
20241021170005,4.02,252.98
20241021171005,1.8,255.26
20241021172005,-0.44,257.54
20241022060005,0.46,103.36
20241022061005,2.69,105.63
20241022062005,4.9,107.9
20241022063005,7.11,110.17
20241022064005,9.31,112.45
20241022065005,11.49,114.72
20241022070005,13.66,116.99
20241022071005,15.82,119.26
20241022072005,17.95,121.53
20241022073005,20.07,123.8
20241022074005,22.17,126.07
20241022075005,24.24,128.34
20241022080005,26.29,130.61
20241022081005,28.32,132.88
20241022082005,30.31,135.15
20241022083005,32.27,137.42
20241022084005,34.19,139.69
20241022085005,36.07,141.97
20241022090005,37.9,144.24
20241022091005,39.68,146.51
20241022092005,41.4,148.78
20241022093005,43.07,151.05
20241022094005,44.66,153.32
20241022095005,46.17,155.59
20241022100005,47.59,157.86
20241022101005,48.92,160.13
20241022102005,50.15,162.4
20241022103005,51.26,164.67
20241022104005,52.24,166.94
20241022105005,53.09,169.21
20241022110005,53.79,171.48
20241022111005,54.34,173.76
20241022112005,54.72,176.03
20241022113005,54.95,178.3
20241022114005,55.0,180.57
20241022115005,54.88,182.84
20241022120005,54.59,185.11
20241022121005,54.14,187.38
20241022122005,53.53,189.65
20241022123005,52.76,191.92
20241022124005,51.86,194.19
20241022125005,50.83,196.46
20241022130005,49.67,198.73
20241022131005,48.4,201.0
20241022132005,47.03,203.28
20241022133005,45.57,205.55
20241022134005,44.03,207.82
20241022135005,42.41,210.09
20241022140005,40.72,212.36
20241022141005,38.97,214.63
20241022142005,37.17,216.9
20241022143005,35.32,219.17
20241022144005,33.42,221.44
20241022145005,31.49,223.71
20241022150005,29.52,225.98
20241022151005,27.51,228.25
20241022152005,25.48,230.52
20241022153005,23.42,232.79
20241022154005,21.33,235.07
20241022155005,19.23,237.34
20241022160005,17.1,239.61
20241022161005,14.96,241.88
20241022162005,12.8,244.15
20241022163005,10.62,246.42
20241022164005,8.43,248.69
20241022165005,6.23,250.96
20241022170005,4.02,253.23
20241022171005,1.8,255.5
20241022172005,-0.44,257.77
20241023060005,0.04,103.14
20241023061005,2.26,105.41
20241023062005,4.47,107.69
20241023063005,6.67,109.96
20241023064005,8.86,112.23
20241023065005,11.03,114.51
20241023070005,13.19,116.78
20241023071005,15.33,119.06
20241023072005,17.45,121.33
20241023073005,19.56,123.6
20241023074005,21.64,125.88
20241023075005,23.7,128.15
20241023080005,25.73,130.43
20241023081005,27.74,132.7
20241023082005,29.71,134.97
20241023083005,31.65,137.25
20241023084005,33.55,139.52
20241023085005,35.41,141.8
20241023090005,37.22,144.07
20241023091005,38.98,146.34
20241023092005,40.68,148.62
20241023093005,42.31,150.89
20241023094005,43.88,153.17
20241023095005,45.36,155.44
20241023100005,46.76,157.71
20241023101005,48.07,159.99
20241023102005,49.27,162.26
20241023103005,50.35,164.54
20241023104005,51.31,166.81
20241023105005,52.14,169.08
20241023110005,52.82,171.36
20241023111005,53.36,173.63
20241023112005,53.73,175.91
20241023113005,53.95,178.18
20241023114005,54.0,180.45
20241023115005,53.88,182.73
20241023120005,53.6,185.0
20241023121005,53.16,187.28
20241023122005,52.57,189.55
20241023123005,51.82,191.83
20241023124005,50.94,194.1
20241023125005,49.93,196.37
20241023130005,48.8,198.65
20241023131005,47.56,200.92
20241023132005,46.21,203.2
20241023133005,44.78,205.47
20241023134005,43.26,207.74
20241023135005,41.67,210.02
20241023140005,40.0,212.29
20241023141005,38.28,214.57
20241023142005,36.5,216.84
20241023143005,34.67,219.11
20241023144005,32.8,221.39
20241023145005,30.88,223.66
20241023150005,28.93,225.94
20241023151005,26.94,228.21
20241023152005,24.92,230.48
20241023153005,22.88,232.76
20241023154005,20.81,235.03
20241023155005,18.72,237.31
20241023160005,16.61,239.58
20241023161005,14.47,241.85
20241023162005,12.33,244.13
20241023163005,10.16,246.4
20241023164005,7.98,248.68
20241023165005,5.79,250.95
20241023170005,3.59,253.22
20241023171005,1.38,255.5
20241023172005,-0.85,257.77
20241024060005,0.04,104.12
20241024061005,2.26,106.37
20241024062005,4.47,108.62
20241024063005,6.67,110.87
20241024064005,8.86,113.12
20241024065005,11.03,115.36
20241024070005,13.19,117.61
20241024071005,15.33,119.86
20241024072005,17.45,122.11
20241024073005,19.56,124.36
20241024074005,21.64,126.61
20241024075005,23.7,128.85
20241024080005,25.73,131.1
20241024081005,27.74,133.35
20241024082005,29.71,135.6
20241024083005,31.65,137.85
20241024084005,33.55,140.09
20241024085005,35.41,142.34
20241024090005,37.22,144.59
20241024091005,38.98,146.84
20241024092005,40.68,149.09
20241024093005,42.31,151.34
20241024094005,43.88,153.58
20241024095005,45.36,155.83
20241024100005,46.76,158.08
20241024101005,48.07,160.33
20241024102005,49.27,162.58
20241024103005,50.35,164.82
20241024104005,51.31,167.07
20241024105005,52.14,169.32
20241024110005,52.82,171.57
20241024111005,53.36,173.82
20241024112005,53.73,176.07
20241024113005,53.95,178.31
20241024114005,54.0,180.56
20241024115005,53.88,182.81
20241024120005,53.6,185.06
20241024121005,53.16,187.31
20241024122005,52.57,189.55
20241024123005,51.82,191.8
20241024124005,50.94,194.05
20241024125005,49.93,196.3
20241024130005,48.8,198.55
20241024131005,47.56,200.8
20241024132005,46.21,203.04
20241024133005,44.78,205.29
20241024134005,43.26,207.54
20241024135005,41.67,209.79
20241024140005,40.0,212.04
20241024141005,38.28,214.28
20241024142005,36.5,216.53
20241024143005,34.67,218.78
20241024144005,32.8,221.03
20241024145005,30.88,223.28
20241024150005,28.93,225.53
20241024151005,26.94,227.77
20241024152005,24.92,230.02
20241024153005,22.88,232.27
20241024154005,20.81,234.52
20241024155005,18.72,236.77
20241024160005,16.61,239.01
20241024161005,14.47,241.26
20241024162005,12.33,243.51
20241024163005,10.16,245.76
20241024164005,7.98,248.01
20241024165005,5.79,250.26
20241024170005,3.59,252.5
20241024171005,1.38,254.75
20241024172005,-0.85,257.0
20241025060005,0.04,103.9
20241025061005,2.26,106.16
20241025062005,4.47,108.41
20241025063005,6.67,110.67
20241025064005,8.86,112.92
20241025065005,11.03,115.18
20241025070005,13.19,117.43
20241025071005,15.33,119.69
20241025072005,17.45,121.94
20241025073005,19.56,124.19
20241025074005,21.64,126.45
20241025075005,23.7,128.7
20241025080005,25.73,130.96
20241025081005,27.74,133.21
20241025082005,29.71,135.47
20241025083005,31.65,137.72
20241025084005,33.55,139.98
20241025085005,35.41,142.23
20241025090005,37.22,144.49
20241025091005,38.98,146.74
20241025092005,40.68,149.0
20241025093005,42.31,151.25
20241025094005,43.88,153.51
20241025095005,45.36,155.76
20241025100005,46.76,158.02
20241025101005,48.07,160.27
20241025102005,49.27,162.53
20241025103005,50.35,164.78
20241025104005,51.31,167.04
20241025105005,52.14,169.29
20241025110005,52.82,171.54
20241025111005,53.36,173.8
20241025112005,53.73,176.05
20241025113005,53.95,178.31
20241025114005,54.0,180.56
20241025115005,53.88,182.82
20241025120005,53.6,185.07
20241025121005,53.16,187.33
20241025122005,52.57,189.58
20241025123005,51.82,191.84
20241025124005,50.94,194.09
20241025125005,49.93,196.35
20241025130005,48.8,198.6
20241025131005,47.56,200.86
20241025132005,46.21,203.11
20241025133005,44.78,205.37
20241025134005,43.26,207.62
20241025135005,41.67,209.88
20241025140005,40.0,212.13
20241025141005,38.28,214.39
20241025142005,36.5,216.64
20241025143005,34.67,218.89
20241025144005,32.8,221.15
20241025145005,30.88,223.4
20241025150005,28.93,225.66
20241025151005,26.94,227.91
20241025152005,24.92,230.17
20241025153005,22.88,232.42
20241025154005,20.81,234.68
20241025155005,18.72,236.93
20241025160005,16.61,239.19
20241025161005,14.47,241.44
20241025162005,12.33,243.7
20241025163005,10.16,245.95
20241025164005,7.98,248.21
20241025165005,5.79,250.46
20241025170005,3.59,252.72
20241025171005,1.38,254.97
20241026060005,-0.15,103.9
20241026061005,2.06,106.14
20241026062005,4.26,108.38
20241026063005,6.45,110.63
20241026064005,8.62,112.87
20241026065005,10.78,115.11
20241026070005,12.92,117.36
20241026071005,15.05,119.6
20241026072005,17.16,121.84
20241026073005,19.25,124.09
20241026074005,21.31,126.33
20241026075005,23.35,128.57
20241026080005,25.37,130.82
20241026081005,27.35,133.06
20241026082005,29.3,135.3
20241026083005,31.22,137.55
20241026084005,33.09,139.79
20241026085005,34.93,142.04
20241026090005,36.71,144.28
20241026091005,38.44,146.52
20241026092005,40.11,148.77
20241026093005,41.71,151.01
20241026094005,43.24,153.25
20241026095005,44.7,155.5
20241026100005,46.06,157.74
20241026101005,47.33,159.98
20241026102005,48.49,162.23
20241026103005,49.54,164.47
20241026104005,50.47,166.71
20241026105005,51.26,168.96
20241026110005,51.91,171.2
20241026111005,52.42,173.44
20241026112005,52.77,175.69
20241026113005,52.96,177.93
20241026114005,52.99,180.17
20241026115005,52.86,182.42
20241026120005,52.58,184.66
20241026121005,52.13,186.9
20241026122005,51.54,189.15
20241026123005,50.8,191.39
20241026124005,49.93,193.63
20241026125005,48.92,195.88
20241026130005,47.81,198.12
20241026131005,46.58,200.36
20241026132005,45.25,202.61
20241026133005,43.83,204.85
20241026134005,42.33,207.09
20241026135005,40.76,209.34
20241026140005,39.11,211.58
20241026141005,37.41,213.82
20241026142005,35.64,216.07
20241026143005,33.83,218.31
20241026144005,31.97,220.55
20241026145005,30.07,222.8
20241026150005,28.14,225.04
20241026151005,26.17,227.28
20241026152005,24.16,229.53
20241026153005,22.13,231.77
20241026154005,20.08,234.01
20241026155005,18.0,236.26
20241026160005,15.9,238.5
20241026161005,13.78,240.74
20241026162005,11.64,242.99
20241026163005,9.49,245.23
20241026164005,7.32,247.48
20241026165005,5.14,249.72
20241026170005,2.94,251.96
20241026171005,0.74,254.21
20241027060005,-0.15,104.67
20241027061005,2.06,106.9
20241027062005,4.26,109.13
20241027063005,6.45,111.37
20241027064005,8.62,113.6
20241027065005,10.78,115.83
20241027070005,12.92,118.06
20241027071005,15.05,120.29
20241027072005,17.16,122.53
20241027073005,19.25,124.76
20241027074005,21.31,126.99
20241027075005,23.35,129.22
20241027080005,25.37,131.45
20241027081005,27.35,133.69
20241027082005,29.3,135.92
20241027083005,31.22,138.15
20241027084005,33.09,140.38
20241027085005,34.93,142.61
20241027090005,36.71,144.85
20241027091005,38.44,147.08
20241027092005,40.11,149.31
20241027093005,41.71,151.54
20241027094005,43.24,153.77
20241027095005,44.7,156.01
20241027100005,46.06,158.24
20241027101005,47.33,160.47
20241027102005,48.49,162.7
20241027103005,49.54,164.93
20241027104005,50.47,167.17
20241027105005,51.26,169.4
20241027110005,51.91,171.63
20241027111005,52.42,173.86
20241027112005,52.77,176.09
20241027113005,52.96,178.33
20241027114005,52.99,180.56
20241027115005,52.86,182.79
20241027120005,52.58,185.02
20241027121005,52.13,187.25
20241027122005,51.54,189.49
20241027123005,50.8,191.72
20241027124005,49.93,193.95
20241027125005,48.92,196.18
20241027130005,47.81,198.41
20241027131005,46.58,200.65
20241027132005,45.25,202.88
20241027133005,43.83,205.11
20241027134005,42.33,207.34
20241027135005,40.76,209.57
20241027140005,39.11,211.81
20241027141005,37.41,214.04
20241027142005,35.64,216.27
20241027143005,33.83,218.5
20241027144005,31.97,220.73
20241027145005,30.07,222.97
20241027150005,28.14,225.2
20241027151005,26.17,227.43
20241027152005,24.16,229.66
20241027153005,22.13,231.89
20241027154005,20.08,234.13
20241027155005,18.0,236.36
20241027160005,15.9,238.59
20241027161005,13.78,240.82
20241027162005,11.64,243.05
20241027163005,9.49,245.29
20241027164005,7.32,247.52
20241027165005,5.14,249.75
20241027170005,2.94,251.98
20241027171005,0.74,254.21
20241028060005,-0.15,104.67
20241028061005,2.06,106.91
20241028062005,4.26,109.14
20241028063005,6.45,111.38
20241028064005,8.62,113.61
20241028065005,10.78,115.85
20241028070005,12.92,118.08
20241028071005,15.05,120.32
20241028072005,17.16,122.55
20241028073005,19.25,124.79
20241028074005,21.31,127.02
20241028075005,23.35,129.26
20241028080005,25.37,131.49
20241028081005,27.35,133.73
20241028082005,29.3,135.96
20241028083005,31.22,138.2
20241028084005,33.09,140.44
20241028085005,34.93,142.67
20241028090005,36.71,144.91
